
---------- Begin Simulation Statistics ----------
simSeconds                                   0.037726                       # Number of seconds simulated (Second)
simTicks                                  37725652584                       # Number of ticks simulated (Tick)
finalTick                                 37725652584                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    649.71                       # Real time elapsed on the host (Second)
hostTickRate                                 58065446                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2407408                       # Number of bytes of host memory used (Byte)
simInsts                                    100000002                       # Number of instructions simulated (Count)
simOps                                      174580966                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   153915                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     268706                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        113290249                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.132902                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.882689                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       214792924                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    11102                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      200229337                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 127097                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             40222988                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          69344332                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                4871                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           110100411                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.818607                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.104277                       # Number of insts issued each cycle (Count)
system.membus.pktSize_system.l2.mem_side_port::system.mem_ctrls.port      8989824                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.pktSize_system.l2.mem_side_port::total      8989824                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.pktSize::total                  8989824                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.snoops                                0                       # Total snoops (Count)
system.membus.snoopTraffic                          0                       # Total snoop traffic (Byte)
system.membus.snoopFanout::samples              93602                       # Request fanout histogram (Count)
system.membus.snoopFanout::mean                     0                       # Request fanout histogram (Count)
system.membus.snoopFanout::stdev                    0                       # Request fanout histogram (Count)
system.membus.snoopFanout::underflows               0      0.00%      0.00% # Request fanout histogram (Count)
system.membus.snoopFanout::0                    93602    100.00%    100.00% # Request fanout histogram (Count)
system.membus.snoopFanout::1                        0      0.00%    100.00% # Request fanout histogram (Count)
system.membus.snoopFanout::overflows                0      0.00%    100.00% # Request fanout histogram (Count)
system.membus.snoopFanout::min_value                0                       # Request fanout histogram (Count)
system.membus.snoopFanout::max_value                0                       # Request fanout histogram (Count)
system.membus.snoopFanout::total                93602                       # Request fanout histogram (Count)
system.membus.power_state.pwrStateResidencyTicks::UNDEFINED  37725652584                       # Cumulative time (in ticks) in various power states (Tick)
system.membus.reqLayer2.occupancy           400595371                       # Layer occupancy (ticks) (Tick)
system.membus.reqLayer2.utilization               0.0                       # Layer utilization (Ratio)
system.membus.respLayer1.occupancy          497551248                       # Layer occupancy (ticks) (Tick)
system.membus.respLayer1.utilization              0.0                       # Layer utilization (Ratio)
system.membus.snoop_filter.totRequests         154364                       # Total number of requests made to the snoop filter. (Count)
system.membus.snoop_filter.hitSingleRequests        60763                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.membus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.membus.snoop_filter.totSnoops                0                       # Total number of snoops made to the snoop filter. (Count)
system.membus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.membus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.tol2bus.transDist::ReadResp            1768614                       # Transaction distribution (Count)
system.tol2bus.transDist::WritebackDirty       596116                       # Transaction distribution (Count)
system.tol2bus.transDist::WritebackClean      1281434                       # Transaction distribution (Count)
system.tol2bus.transDist::CleanEvict            58659                       # Transaction distribution (Count)
system.tol2bus.transDist::UpgradeReq               80                       # Transaction distribution (Count)
system.tol2bus.transDist::UpgradeResp              80                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadExReq            108329                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadExResp           108329                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadCleanReq        1282012                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadSharedReq        486602                       # Transaction distribution (Count)
system.tol2bus.pktCount_system.cpu.icache.mem_side_port::system.l2.cpu_side_port      3845319                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2.cpu_side_port      1783929                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktCount::total                5629248                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktSize_system.cpu.icache.mem_side_port::system.l2.cpu_side_port    164051648                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2.cpu_side_port     73227712                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.pktSize::total               237279360                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.snoops                           61007                       # Total snoops (Count)
system.tol2bus.snoopTraffic                   3008192                       # Total snoop traffic (Byte)
system.tol2bus.snoopFanout::samples           1937891                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::mean             0.005734                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::stdev            0.075506                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::underflows              0      0.00%      0.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::0                 1926779     99.43%     99.43% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::1                   11112      0.57%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::2                       0      0.00%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::3                       0      0.00%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::4                       0      0.00%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::overflows               0      0.00%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::min_value               0                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::max_value               1                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::total             1937891                       # Request fanout histogram (Count)
system.tol2bus.power_state.pwrStateResidencyTicks::UNDEFINED  37725652584                       # Cumulative time (in ticks) in various power states (Tick)
system.tol2bus.reqLayer0.occupancy         2468775084                       # Layer occupancy (ticks) (Tick)
system.tol2bus.reqLayer0.utilization              0.1                       # Layer utilization (Ratio)
system.tol2bus.respLayer0.occupancy        1280787092                       # Layer occupancy (ticks) (Tick)
system.tol2bus.respLayer0.utilization             0.0                       # Layer utilization (Ratio)
system.tol2bus.respLayer1.occupancy         594499493                       # Layer occupancy (ticks) (Tick)
system.tol2bus.respLayer1.utilization             0.0                       # Layer utilization (Ratio)
system.tol2bus.snoop_filter.totRequests       3752364                       # Total number of requests made to the snoop filter. (Count)
system.tol2bus.snoop_filter.hitSingleRequests      1875357                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.tol2bus.snoop_filter.hitMultiRequests        10981                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.tol2bus.snoop_filter.totSnoops             131                       # Total number of snoops made to the snoop filter. (Count)
system.tol2bus.snoop_filter.hitSingleSnoops          131                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.tol2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.voltage_domain.voltage                       1                       # Voltage in Volts (Volt)
system.workload.inst.arm                            0                       # number of arm instructions executed (Count)
